crd,primary_business_name,website
127758,"LEGACY WEALTH ADVISORS, LLC",https://legacywealthadvisors.com/
128066,"BAKER STREET ADVISORS, LLC",https://bakerstreetadvisors.com/
128097,"CAPSTONE WEALTH MANAGEMENT GROUP, LLC",https://capstonewmg.com/
128199,"STRATEGIC FAMILY WEALTH COUNSELORS, L.L.C.",https://strategicfamilywealth.com/
128216,OXFORD FINANCIAL GROUP,https://ofgltd.com/
128314,TRADITION WEALTH MANAGEMENT LLC,https://traditionwealth.com/
128365,"COLTON GROOME FINANCIAL ADVISORS, LLC",https://coltongroome.com/
128547,GRAY PRIVATE WEALTH,https://grayprivatewealth.com/
128549,"WEALTH ENGINEERING, LLC",https://wealthengineering.com/
128590,"ABACUS WEALTH PARTNERS, LLC",https://abacuswealth.com/
128591,"SCHNEIDER DOWNS WEALTH MANAGEMENT ADVISORS, LP",https://www.sdwealthadvisors.com/
128649,BELVOIR WEALTH,https://belvoircapital.com/en/
129475,JP WEALTH MGMT,https://jpwealthmgmt.com/
129505,"CERTUITY, LLC",https://certuity.com/
129614,"SMITH, SALLEY & ASSOC.",https://smith-salley.com/
129696,"DISCIPLINED INVESTMENTS, LLC",https://disciplinedinvestments.com/
129727,"4WEALTH ADVISORS, INC.",https://4wealthfg.com/
129927,"ARCHAMBO FINANCIAL ADVISORS, INC.",https://archambo.com/
129975,FEDERMANN FINANCIAL,https://fedadvisors.com/
129987,"FINER WEALTH MANAGEMENT, INC.",https://finerwealth.com/
130049,WEALTHCREST FINANCIAL,https://wealthcrest.com/
130071,"CRAVENS & COMPANY ADVISORS, LLC",https://cravensco.com/
130105,BIONDO INVESTMENT ADVISORS LLC,https://thebiondogroup.com/
130128,"CAPSTONE WEALTH MANAGEMENT, INC.",https://capstonewealth.com/
130421,"MOORE FINANCIAL ADVISORS, LTD.",https://mooreadvisors.com/
130475,"EXENCIAL WEALTH ADVISORS, LLC",https://exencialwealth.com/
130595,FAMILY WEALTH ADVISORY,https://familywealthadvisory.com/
130652,S & S WEALTH MGMT,https://www.sswmwealth.com/
130711,"SUPERIOR PLANNING, LLC",https://superiorplanning.com/
130753,FOUR QUADRANT WEALTH,https://www.fourquadrantsadvisory.com/
130914,WESTPARK WEALTH ADV.,https://westparkwealth.com/
130931,"ANDREWS, LUCIA WEALTH",https://luciawealth.com/
131063,WALDRON PRIVATE WEALTH,https://waldronprivatewealth.com/
131208,HUDSON CAPITAL MANAGEMENT LLC,https://hudsoncap.com/
131234,PRINCE FINANCIAL ADV.,https://princefinancial.com/
131304,"STERLING WEALTH MANAGEMENT, INC.",https://sterlingwealthmanagement.com/
131315,"AMICUS FINANCIAL ADVISORS, LLC",https://amicusadvisors.com/
131359,"SALEM PARTNERS WEALTH MANAGEMENT, LLC",https://www.salempartners.com/
131393,CAROLINA WEALTH MGMT,https://mycarolinawealth.com/
131728,EHRENKRANZ PARTNERS L.P.,https://www.eplp.com/
131738,SIERRA PACIFIC FIN.,https://spfa.com/
131808,BRADLEY WEALTH LLC,https://bradleywealth.com/
131962,"FLAGSHIP WEALTH ADVISORS, LLC.",https://flagshipwealthadvisors.com/
131976,"D'ORAZIO & ASSOCIATES, INC.",https://dorazio.com/
132058,"CRANBROOK WEALTH MANAGEMENT, LLC",https://cranbrookwealth.com/
132137,"GRAND WEALTH MANAGEMENT, LLC",https://grandwealth.com/
132162,"WESTWOOD ADVISORS, L.L.C",https://www.westwoodgroup.com/
132210,LONDON AND CAPITAL WEALTH ADVISERS LTD,https://www.londonandcapital.com/
132248,"SALTMARSH FINANCIAL ADVISORS, L.L.C.",https://saltmarshfa.com/
132330,SIMON QUICK ADVISORS,https://simonquickadvisors.com/
132341,ADG WEALTH MGMT GROUP,https://adgwealth.com/
132437,BLUE CHIP PARTNERS,https://bluechippartners.com/
132513,"SBK FINANCIAL, INC.",https://sbkfinancial.com/
132517,"CAPSOUTH PARTNERS, INC.",https://capsouthwm.com/
132580,OMEGA WEALTH MANAGEMENT LLC,https://omegawealthmanagement.com/
132591,"VESTPOINTE WEALTH MANAGEMENT, LLC",https://vestpointe.com/
132662,PROSTATIS GROUP,https://prostatistax.com/
132669,GREENSPRING ADVISORS,https://greenspringadvisors.com/
132955,"TAYLOR WEALTH MANAGEMENT, LLC",https://taylorwealth.com/
133040,"ACORN ADVISORY CAPITAL, L.P.",https://acorn-advisory.com/
133191,TRINITY FINANCIAL ADVISORS LLC,https://trinityfinancialadvisors.com/
133370,"1919 INVESTMENT COUNSEL, LLC",https://1919ic.com/
133429,PIONEER WEALTH MGMT,https://pioneerwealth.com/
133442,BETTERMENT,https://www.betterment.com/
133614,"WISE WEALTH MANAGEMENT, LLC",https://wisewealth.com/
133743,DWR WEALTH MGMT,https://dwrwealth.com/
133790,NEW ENGLAND PRIVATE,https://nepwealth.com/
133802,PRIVATE WEALTH PARTNERS,https://www.pwpart.com/
133877,CENTRIC WEALTH MGMT,https://centricwealth.com/
134098,EAGLESON ARNDT,https://eaglesonarndt.com/
134174,"GOLDBERG ADVISERS, LLC",https://goldbergadvisers.com/
134184,BLUE BELL PRIVATE,https://bluebellpwm.com/
134242,"AVION WEALTH, LLC",https://avionwealth.com/
134429,AEGIS WEALTH MGMT,https://aegiswealth.com/
134436,MYCIO WEALTH PARTNERS,https://myciowp.com/
134509,"COLE WEALTH MANAGEMENT, LLC",https://www.colewealth.com/
134600,UNITED CAPITAL,https://creativeplanning.com/
134834,WELLSPRING WEALTH MANAGEMENT LLC,https://wellspringwealth.com/
135145,TALIS ADVISORY SERV.,https://www.generationalwealthadv.com
135184,MCKINLEY CARTER WEALTH,https://mckinleycarter.com/
135234,GLOBAL FINANCIAL ADVISORY,https://www.gbmi.com/
135373,"WEALTH ARCHITECTS, LLC",https://wealtharchitects.com/
135579,CFS WEALTH MANAGEMENT,https://cfswealthmanagement.com/
135872,MARIN FINANCIAL ADV.,https://marinfa.com/
135879,"ALLEN CAPITAL GROUP, LLC",https://allencapitalgroup.com/
135980,FR FINANCIAL ADVISORS,https://fradv.com/
136031,"ALTAMONT WEALTH MANAGEMENT, INC.",https://altamontwealth.com/
136075,"MARIN CAPITAL MANAGEMENT, LLC",https://marincapitalmanagement.com/
136155,EAST COAST WEALTH,https://eastcoastwealth.com/
136214,LONGVIEW WEALTH MGMT,https://longviewwealth.com/
136314,IWP WEALTH MGMT,https://iwpfo.com/
136372,"KELLY FINANCIAL GROUP, LLC",https://kellyfinancialgroup.com/
136426,"EDGE FINANCIAL ADVISORS, LLC",https://edgefa.com/
136431,"NORTH BERKELEY WEALTH MANAGEMENT, LLC",https://northberkeleywealth.com/
136485,TRIPPON WEALTH MGMT,https://trippon.com/
136596,"L.D. LOWE WEALTH ADVISORY, INC.",https://ldloweplan.com/
136659,"CARDINAL WEALTH ADVISORY, LLC",https://cardinalwealthadvisory.com/
137068,ELEVATION POINT WEALTH,https://elevationpoint.com/
137080,WEALTH MGMT NEBRASKA,https://wealthmanagement.info/
137159,NEWPORT WEALTH ADV.,https://newportwealth.com/
137481,"ROCKWOOD WEALTH MANAGEMENT, LLC",https://rockwoodwealth.com/
137484,HERITAGE WEALTH ADV.,https://heritagewealth.net/
137536,"CHARLESTON FINANCIAL ADVISORS, LLC",https://www.charlestonfinancial.net/
137705,SANDEEP VARMA WEALTH,https://atp-wealth.com/
137785,ZUCKERMAN INVESTMENT GROUP,https://zuckermaninvestmentgroup.com/
137810,"GREENE WEALTH MANAGEMENT, LLC",https://greenewealthmgmt.com/
138009,"UNIWEALTH ADVISORS, INC.",https://uniwealth.com/
138872,"BIRD ROCK ASSET MANAGEMENT, LP.",https://birdrockam.com/
138938,"DAI WEALTH, LLC",https://goodcounselwealth.com/
139237,WERBA RUBIN PAPIER,https://wrpwealth.com/
139464,THE HOERNER PLANNING,
139610,"BLUEKEY WEALTH ADVISORS, LLC",https://bluekeywealth.com/
139757,CLARK MONROE BLACKMAN,https://alphawealthstrategies.com/
139764,DAVIES FINANCIAL,https://ajdavies.net/
139779,"PEACHTREE WEALTH ADVISORS, INC",https://peachtreewealth.com/
140004,"WEALTHVALUES, LLC",https://wealthvalues.com/
140066,BLAND GARVEY WEALTH,https://blandgarvey.com/
140077,L&L PARTNERS WEALTH,https://llpartnerswealth.com/
140115,"WEALTH ANALYTICS PARTNERS, LLC",https://wealth-analytics.com/
140195,"MARINER, LLC",https://marinerwealthadvisors.com/
140210,"RF&L WEALTH MANAGEMENT, LLC",https://rflwealth.com/
140249,"HILTON HEAD FINANCIAL ADVISORS, INC.",https://hhfa.com/
140451,RVW WEALTH LLC,https://rvwwealth.com/
140498,WEALTHMD CORPORATION,https://wealthmd.com/
140522,TWIN FOCUS CAPITAL,https://twinfocuscapital.com/
140551,CAPITAL ADVISORY GROUP,https://brettmachtig.com/
140619,CARDINAL POINT CAPITAL,https://cardinalpointwealth.com/
140824,"VIDA WEALTH PARTNERS, INC.",https://vidawealth.com/
140959,CANNON BEACH,https://cannonbeachco.com/
140991,"MERIDIAN WEALTH ADVISORS, LLC",https://meridianwealth.com/
141092,INTEGRATED WEALTH,https://www.integratedwm.com/
141153,TPG FINANCIAL ADVISORS,https://www.thepartnersgroup.com/wealth-management-services/
141192,"RALICKI & COMPANY, P.A.",https://ralicki.com/
141250,MORTON CAPITAL MGMT,https://www.mortonwealth.com/
141473,WEALTHQUEST CORPORATION,https://wqcorp.com/
141504,ARISTA WEALTH MGMT,https://aristawealth.com/
141588,BULLTICK WEALTH MGMT,https://bulltick.com/
141601,CASTLE WEALTH PLANNING LLC,https://castlewealthplanning.com/
141943,ADVOCACY WEALTH MGMT,https://advocacywealth.com/
141944,AMERICAN CAPITAL ADV.,https://www.investaca.com/
141971,"PRIVATE WEALTH ADVISORS, LLC",https://privatewealthadvisors.com/
142205,ASSOC. FINANCIAL SERV,https://www.truenorthwealth.com/
142214,"SAMALIN INVESTMENT COUNSEL, LLC",https://samalinwealth.com/
142352,"CH DOUGLAS & GRAY, LLC",https://chdouglas.com/
142480,"BECKERMAN INSTITUTIONAL, LLC",https://beckermaninstitutional.com/
142618,THE WEALTH COLLABORATIVE,https://www.thewealthcollaborative.com
142682,KERNTKE OTTO MCGLONE,https://onekom.com/
142728,"TOTAL CLARITY WEALTH MANAGEMENT, INC",https://totalclaritywealth.com/
142772,KEATING FINANCIAL,https://keatinginc.com/
142820,GREENWICH WEALTH MANAGEMENT LLC,https://www.greenwichwealth.com/
142878,CIRCLE WEALTH MGMT,https://www.circlewm.com/
142944,BARNES PETTEY FINANCIAL,https://barnespettey.com/
142982,"BC ADVISORS, LLC",https://bcadvisors.com/
143138,DOUGHERTY WEALTH ADV.,https://www.doughertywealth.com/
143208,"BIP WEALTH, LLC",https://bipwealth.com/
143248,SOLUTIONS 4 WEALTH,https://solutions4wealth.com/
143254,"GUARDIAN WEALTH ADVISORS, LLC",https://guardianwealthadvisors.com/
143329,SCHWALLIER WEALTH,https://www.swmadvisor.com/
143425,STEWART WEALTH MGMT,https://www.stewartwealthmgt.com/
143440,BELPOINTE ASSET MANAGEMENT LLC,https://belpointeasset.com/
143483,"MIRACLE MILE ADVISORS, LLC",https://miraclemileadvisors.com/
143490,CALAMOS WEALTH MGMT,https://www.calamos.com/wealth/
143562,"SAGE FINANCIAL MANAGEMENT GROUP, INC.",https://sage-financial.com/
143588,"VERIS WEALTH PARTNERS, LLC",https://veriswp.com/
143593,ATRIA INVESTMENTS,https://adhesionwealth.com/
143617,"BFSG, LLC",https://bfsg.com/
143721,"PARAGON ADVISORS, L.L.C.",https://paragonadvisors.com/
143771,"CYPRESS POINT WEALTH MANAGEMENT, LLC",https://cypresspointwealth.com/
143812,"CAUBLE & HARRE WEALTH MANAGEMENT, INC.",https://caubleharre.com/
143857,VERSUS CAPITAL ADVISORS LLC,https://versuscapital.com/
144059,"SUMMIT ROCK ADVISORS, LP",https://summitrockadvisors.com/
144172,WATERFORD CAPITAL,https://waterfordcapital.com/
144191,BAYSHORE ASSET MGMT,https://bayshorewealth.com/
144316,PURE FINANCIAL ADV.,https://purefinancial.com/
144364,J.P. MARVEL INVESTMENT,https://jpmarvel.com/
144474,OFFIT CAPITAL ADVISORS LLC,https://offitcapital.com/
144481,ARGOS WEALTH ADVISORS,https://argoswealth.com/
144673,"APOLLO WEALTH MANAGEMENT, LLC",https://apollowealthmanagement.com/
144733,"INDEPENDENT SOLUTIONS WEALTH MANAGEMENT, LLC",https://iswealth.com/
144789,PACIFIC WEALTH STRATEGIES,https://pacificwealthstrategies.com/
144884,HENLEY & COMPANY WEALTH MANAGEMENT LLC,https://henleyco.com/
144902,PROVIDENCE WEALTH MANAGEMENT LLC,https://providencewm.com/
144919,WEA FINANCIAL ADVISORS,https://weabenefits.com/
144948,"WEALTHMARK, LLC",https://wealthmark.com/
144978,"SEMMAX FINANCIAL ADVISORS, INC.",https://semmax.com/
144994,"MKD WEALTH COACHES, LLC",https://mkdwealth.com/
145049,"GBM WEALTH MANAGEMENT, INC.",https://gbmwealth.com/
145051,JFS WEALTH ADVISORS,https://jfswa.com/
145074,THE HELMSTAR GROUP,https://www.helmstargroup.com
145323,"HIGHTOWER ADVISORS, LLC",https://www.hightoweradvisors.com/
145402,MELIA WEALTH LLC,https://www.meliagroup.com/
145488,ARETE WEALTH ADVISORS,https://aretewealth.com/
145492,LIFETIME WEALTH MGMT,https://lifetimewealth.com/
145521,HOLLOW BROOK WEALTH MANAGEMENT LLC,https://hollowbrookllc.com/
145552,"HARVEST FINANCIAL ADVISORS, LLC",https://harvestadvisors.com/
145594,SENDERO WEALTH MGMT,https://sendero.com/
145711,FREESTONE CAPITAL MGMT,https://freestonecapital.com/
145799,FORTUNE FINANCIAL ADV.,https://fortunefinancialadvisors.com/
146126,"WOMACK WEALTH MANAGEMENT, INC.",https://www.womackwealth.com/
146153,ALTERNA WEALTH MGMT,https://alternawealthmanagement.com/
146349,PETERSON WEALTH ADV.,https://petersonwealthadvisors.com/
146451,ASCENSION WEALTH,https://www.ascensionwp.com/
146602,"CORNERSTONE WEALTH PARTNERS, LLC",https://cornerstonewp.com/
146612,NOBLEBRIDGE WEALTH,https://noblebridgewealth.com/
146655,KINGSMARK PRIVATE,https://kmpfa.com/
146680,THE FINANCIAL ADVISORS,https://www.the-financial-advisors.com
146720,"ASPIRIANT, LLC",https://aspiriant.com/
146796,AGH WEALTH ADVISORS,https://aghwealth.com/
146911,"VALIANT WEALTH, LLC",https://valiantwealth.com/
146923,GUARDIAN WEALTH MGMT,https://investgwm.com/
146946,BLUESTONE FIN.,https://bfa-llc.com/
147075,"SPRAKER WEST WEALTH MANAGEMENT, INC",https://sprakerwest.com/
147082,GREAT POINT WEALTH,https://greatpointwealth.com/
147189,TIEDEMANN ADVISORS,https://altrinsic.com/
147200,"ALDRICH WEALTH, LP",https://aldrichadvisors.com/wealth-management/
147253,QUADRANT CAPITAL GROUP LLC,https://quadrantcapitalgroup.com/
147290,INSIGHT STRATEGIC WEALTH LLC,https://insightstrategicwealth.com/
147297,"VISTICA WEALTH ADVISORS, LLC",https://vistica.com/
147351,"ARQ WEALTH ADVISORS, LLC",https://arqwealth.com/
147363,MERCER GLOBAL ADVISORS INC.,https://www.merceradvisors.com/
147420,"LANTERN WEALTH ADVISORS, LLC",https://lanternwealth.com/
147482,"LIFETIME WEALTH MANAGEMENT, LLC",https://lifetimewealth.com/
147592,GM ADVISORY GROUP,https://gmadvisorygroup.com/
147608,"GAME PLAN FINANCIAL ADVISORS, LLC",https://gameplanfinancial.com/
147642,"JACKSON WEALTH MANAGEMENT, LLC",https://jacksonwealth.com/
147676,"TEEPLE WEALTH MANAGEMENT, LLC",https://teeplewealth.com/
147725,JACOBS EQUITY,https://palisadewealth.com/
147869,FAMILYWEALTH ASSET,https://familywealth.us/
147890,SAGENT WEALTH MANAGEMENT,https://sagentwealth.com/
148052,PARKSHORE WEALTH MANAGEMENT,https://parkshorewealth.com/
148099,HAVEN WEALTH GROUP,https://havenwg.com/
148221,"RWWM, INC.",https://www.rosemanwagner.com
148222,GEOWEALTH MANAGEMENT LLC,https://geowealth.com/
148315,"HARLOW WEALTH MANAGEMENT, INC.",https://harlowwealth.com/
148338,"HORIZON WEALTH ADVISORS, LLC",https://horizonwealthadvisors.com/
148399,EVERCORE WEALTH MGMT,https://evercorewealthmanagement.com/
148406,"HFG WEALTH MANAGEMENT, LLC",https://hfgwm.com/
148459,HERITAGE WEALTH (LTD),https://heritagewmg.com/
148484,"MPWA, INC.",https://mpwa.com/
148518,CAMDEN WEALTH ADVISORS LLC,https://camdenwealthadvisors.com/
148565,"MERITAS WEALTH MANAGEMENT, LLC",https://meritaswealth.com/
148586,STRATEGIC WEALTH PARTNERS,https://swpconnect.com/
148659,OLD NORTH STATE,https://thefamilycfo.com/
148662,"PARADIGM WEALTH MANAGEMENT, LLC",https://paradigmwealth.com/
148674,AVIOR WEALTH MGMT,https://aviorwealth.com/
148781,CAPWEALTH ADVISORS,https://capwealthgroup.com/
148816,RESTON WEALTH MGMT,https://restonwealth.com/
148832,OAK WEALTH ADVISORS LLC,https://oakwealth.com/
148897,FINANCIAL ARCITECTS,https://financialarchitects.net/
149007,PRAIRIEWOOD CAPITAL,https://pw-wm.com/
149018,RAYMOND JAMES FINANCIAL,https://www.raymondjames.com/
149108,TELOS CAPITAL MGMT,https://www.telosinc.com
149124,"CAPITAL INVESTMENT ADVISORY SERVICES, LLC",https://capitalinvestmentadvisoryservices.com/
149134,"BLUM FINANCIAL, LP",https://awealthplan.com/
149136,"AND WEALTH PARTNERS, LLC",https://andwealth.com/
149230,"EVERMAY WEALTH MANAGEMENT, LLC",https://evermaywealth.com/
149476,"WEALTHVIEW CAPITAL, LLC",https://wealthviewcapital.com/
149576,RINKEY INVESTMENTS,https://illuminationwealth.com/
149683,"AF ADVISORS, INC.",https://afadvisors.com/
149694,"LEAFHOUSE FINANCIAL ADVISORS, LLC",https://leafhouse.com/
149709,"FINGERLAKES WEALTH MANAGEMENT, INC.",https://fingerlakeswm.com/
149713,ELEVATE WEALTH ADV.,https://elevate-wealth.com/
149830,MCGLONE SUTTNER WEALTH,https://mswealth.com/
149842,ALPHA OMEGA WEALTH,https://www.alphaomegawealth.com/
149889,PRIVATE WEALTH NC,https://www.pwmofnc.com/
149991,ESSEX PRIVATE WEALTH MANAGEMENT LLC,https://essexprivatewealth.com/
150008,BLUECHIP WEALTH ADVISORS LLC,https://bluechipwealthadvisors.com/
150040,LAIDLAW WEALTH MGMT,https://laidlawwm.com/
150094,"DECKER WEALTH MANAGEMENT, LLC",https://deckerwealth.com/
150103,"INTEGRITY WEALTH MANAGEMENT, INC.",https://integritywealth.com/
150150,"JOHNSON LYMAN, INC.",https://jlwealth.com/
150231,ALPHA WEALTH FUNDS,https://alphawealthfunds.com/
150266,PROF. WEALTH MGMT SVCS,https://www.prowealthmgt.com/
150374,PAULSON WEALTH MGMT,https://paulsonwealth.com/
150460,THREE BRIDGE WEALTH,https://www.threebridgewa.com/
150555,MOLLY B INVESTMENT,https://baerwealth.com/
150743,"GLOBAL WEALTH MANAGEMENT, L.C.",https://askglobalwealth.com/
150810,"ARTEMIS WEALTH ADVISORS, LLC",https://artemiswealth.com/
150824,JOHN F SUBY WEALTH,https://www.jfswealthmanagement.com/
150843,"HHM WEALTH ADVISORS, LLC",https://hhmwealth.com/
151070,M.C. BYRD WEALTH MGMT,https://mcbyrdwealth.com/
151085,HARBOR INVESTMENT ADV.,https://harborinvestmentadvisory.com/
151088,"KILEY JUERGENS WEALTH MANAGEMENT, LLC",https://kjwm.com/
151225,FFT WEALTH MANAGEMENT LLC,https://fiduciary-trust.com/
151367,DYNAMIC ADVISOR SOLUTIONS LLC,https://dynamicadvisorsolutions.com/
151406,CHERRY TREE WEALTH,https://cherrytree.com/
151425,"VERGEPOINTE WEALTH MANAGEMENT, LLC",https://vergepointe.com/
151437,INSIGHT WEALTH STRATEGIES,https://insightwealthlp.com/
151478,GLASSMAN WEALTH,https://glassmanwealth.com/
151490,QUADCAP WEALTH MGMT,https://quadcapwm.com/
151501,"STRATEGIC INVESTMENT ADVISORS, LLC",https://www.siadvisors.com/
151523,"MERIDIAN WEALTH MANAGEMENT, LLC",https://meridiansp.com/
151559,CERITY PARTNERS LLC,https://ceritypartners.com/
151664,BAYSTATE WEALTH MGMT,https://baystatewealth.com/
151675,"CAHABA WEALTH MANAGEMENT, INC.",https://cahabawealth.com/
151736,PATHSTONE FAMILY OFFICE,https://pathstone.com/
151794,"PORTICO WEALTH ADVISORS, LLC",https://porticowealth.com/
152002,KDM WEALTH MANAGEMENT INC.,https://kdmwealth.com/
152083,"FINANCIAL ADVISORS NETWORK, INC.",https://financialadvisorsnetwork.net/
152091,HAYDEN HARPER WEALTH,https://haydenharper.com/
152104,ALTI WEALTH MGMT,https://alti-global.com/
152136,NEW DIMENSIONS WEALTH,https://ndwealth.com/
152161,"SAFRAN WEALTH ADVISORS, LLC",https://safranwealth.com/
152242,"CLEAR HARBOR ASSET MANAGEMENT, LLC",https://clearharboram.com/
152253,"LWEALTH, LLC",https://lwealth.com/
152266,RMR WEALTH MANAGEMENT,https://rmrwealth.com/
152301,NVWM LLC,https://northernvirginiawm.com/
152316,O'CONNOR WEALTH MGMT,https://www.oconnorwealthmgt.com/
152374,VANTAGE WEALTH MGMT,https://vantagewealth.com/
152395,"CORDANT, INC.",https://cordantwealth.com/
152397,A4 WEALTH ADVISORS LLC,https://a4wealth.com/
152511,BALENTINE LLC,https://balentine.com/
152569,"COASTAL BRIDGE ADVISORS, LLC",https://coastalbridgeadvisors.com/
152590,AVONDALE WEALTH MANAGEMENT LLC,https://www.avondalewealth.com/
152622,"EMPIRICAL FINANCIAL SERVICES, LLC",https://empiricalwealth.com/
152640,"PROFICIENT WEALTH COUNSELORS, LLC",https://proficientwealth.com/
152667,"SNS FINANCIAL GROUP, LLC",https://snsfinancial.com/
152678,PRINCIPIA WEALTH,https://principiawealth.com/
152714,WESTERN PACIFIC WEALTH,https://www.westpacwm.com/
152715,COGENT STRATEGIC WEALTH LLC,https://cogentstrategicwealth.com/
152748,"ACUMEN FINANCIAL ADVISORS, LLC",https://acumenadvisors.com/
152802,BALLENTINE PARTNERS,https://ballentinepartners.com/
152816,"NORTHWEST WEALTH MANAGEMENT, LLC",https://northwestwealthmanagement.com/
152983,DOWNING STREET WM,https://downing-st.com/
152985,"1650 WEALTH MANAGEMENT, LLC",https://ibiswealth.com/
153061,"BAUMAN ADVISORY GROUP, LLC",https://baumanwealth.com/
153117,"BARON WEALTH MANAGEMENT, LLC",https://baronwealth.com/
153184,"STRATOS WEALTH PARTNERS, LTD",https://stratoswealthpartners.com/
153235,RED DOOR WEALTH MGMT,https://reddoorwealth.com/
153316,CALAMITA WEALTH MGMT,https://calamitawealth.com/
153453,"LOGIC WEALTH MANAGEMENT, LLC",https://logicwealth.com/
153591,"ALLSQUARE WEALTH MANAGEMENT, LLC",https://allsquarewealth.com/
153635,"INSIGHT WEALTH PARTNERS, LLC",https://insightwp.com/
153649,"GERBER KAWASAKI, INC.",https://gerberkawasaki.com/
153902,"ASHTON THOMAS PRIVATE WEALTH, LLC",https://ashtonthomaspw.com/
153993,OCTOBER WEALTH,https://octwealth.com/
154092,"QUEST 10 WEALTH BUILDERS, INC.",https://completefinancialsolutions.org/quest-10-wealth/
154106,"THE WEALTH GROUP, LTD",https://thewealthgroup.com/
154125,"PATHWAYS WEALTH MANAGEMENT, INC.",https://pathwayswealth.com/
154127,"MCGOWAN GROUP ASSET MANAGEMENT, INC.",https://themcgowangroup.com/
154238,"CARLTON, HOFFERKAMP AND JENKS WEALTH MANAGEMENT, LLC",https://chjwealthmanagement.com/
154242,CHACON DIAZ & DI VIRGILIO,https://cddwealth.com/
154295,MOUNTAIN VIEW STRAT,https://mvswealth.com/
154310,CONNECTICUT WEALTH MGMT,https://ctwealthmgmt.com/
154382,FSC WEALTH ADVISORS,https://fscwealthadvisors.com/
154405,KIKER WEALTH MGMT,https://kikerwealth.com/
154569,"THE GENWEALTH GROUP, INC.",https://genwealthgroup.com/
154722,MCCARTNEY WEALTH MANAGEMENT LLC,https://mccwm.com/
154828,"FOCUSED WEALTH MANAGEMENT, INC.",https://focusedwealthmgmt.com/
154861,"TRELLIS WEALTH ADVISORS, LLC",https://trelliswealth.com/
154899,"VICTUS CAPTIAL WEALTH, LLC",https://victuscapitalwealth.com/
154939,BEACON WEALTH CONSULTANTS,https://beaconwealth.com/
154955,HERITAGE FINANCIAL,https://heritagefinancialadvisors.com/
154962,"LIVE OAK WEALTH ADVISORY GROUP, LLC",https://liveoakwag.com/
155003,MARCUARD FAMILY OFFICE LTD,https://marcuardfamilyoffice.com/
155103,"CLARITY WEALTH DEVELOPMENT, LLC",https://claritywealthdevelopment.com/
155157,"MARKET STREET WEALTH MANAGEMENT, LLC",https://marketstreetwealth.com/
155221,FONVILLE WEALTH MANAGEMENT LLC,https://fonvillewealth.com/
155254,"INTEGRATED WEALTH STRATEGIES, LLC",https://integratedwealthstrategies.com/
155263,CAPITAL WEALTH ADV.,https://capitalwealthadvisors.com/
155353,"KAIZEN FINANCIAL ADVISORS, LLC",https://kaizenadvisors.com/
155392,JEFFREY MATTHEWS WEALTH,https://jeffreymatthews.com/
155477,SAGE STONE WEALTH MANAGEMENT LLC,https://sagestonewealth.com/
155526,BASELINE WEALTH MANAGEMENT LTD.,https://baselinewealth.com/
155548,"BROWN MCLEOD, INC",https://brownfinancialadvisory.com/
155623,BOX FINANCIAL ADVISORS,https://boxfinancialadvisors.com/
155624,"DOWLING FINANCIAL SERVICES, INC",https://thedowlinggroup.com/
155649,MODERA WEALTH MGMT,https://moderawealth.com/
155921,"LEWINTER WEALTH ADVISORS, LLC",https://lewinterwealth.com/
156073,"RD LEWIS HOLDINGS, INC.",https://www.rdlewis.com/
156150,"ACTIVEST WEALTH MANAGEMENT, LLC",https://activestwm.com/
156315,MILLINGTON FIN.,https://millingtonfinancial.com/
156338,"GOLD COAST WEALTH MANAGEMENT, LLC",https://goldcoastwm.com/
156455,"VITAL WEALTH MANAGEMENT, LLC",https://vitalwm.com/
156482,"COMPASS WEALTH MANAGEMENT, LLC",https://compasswealth.com/
156588,GOLDEN K WEALTH,https://goldenkplans.com/
156594,"WCM GLOBAL WEALTH, LLC",https://wcmwealth.com/
156667,SILVER CREEK ADVISORY PARTNERS LLC,https://silvercreekadvisory.com/
156950,RIVERCHASE WEALTH MGMT,https://www.riverchasewealth.com/
157436,"CORE WEALTH ADVISORS, LLC",https://corewealthadvisors.com/
157508,"TRUST ADVISORS, INC.",https://trustadvisors.com/
157663,VIGILARE WEALTH MGMT,https://www.vigilarewealth.com/
157714,ALEXANDER CAPITAL WM,https://alexandercapitalwealthmanagement.com/
157794,TANDEM WEALTH ADVISORS LLC,https://tandemwealth.com/
157819,"MACLENDON WEALTH MANAGEMENT, LLC",https://maclendon.com/
157913,"CLARITY WEALTH ADVISORS, LLC",https://claritywealthadvisors.com/
157950,"EMBARK WEALTH MANAGEMENT, LLC",https://embarkwealth.com/
157959,"CAPITAL WEALTH MANAGEMENT, LLC",https://capitalwealthmanagement.com/
157968,AMPHORA WEALTH,https://amphorawealth.com/
158007,BRAEBURN WEALTH,https://braeburnwealth.com/
158022,ROTHSCHILD & CO WM UK,https://www.rothschildandco.com/
158173,FIDATO WEALTH,https://www.fidatowealth.com/
158242,REBALANCE LLC,https://rebalance360.com/
158332,PINNACLE WEALTH (AG),https://pinnaclewealthag.com/
158369,"GENTRUST, LLC",https://gentrustwm.com/
158401,"RFG ADVISORY, LLC",https://rfgadvisory.com/
158413,"WESPAC ADVISORS SOCAL, LLC",https://wespacadvisors.com/
158455,NORTHWEST QUADRANT,https://northwestquadrantwealth.com/
